Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Priority,Status,Custom field (Story point estimate),Time Spent,Created,Updated,Custom field (Start date),Due date,Labels,Labels,Labels,Labels
Task,HED-640,23671,CP - Show proper validation message for reused password in Forgot Password flow,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Medium,Done,1.0,1800,10/Apr/26 9:13 AM,23/Apr/26 9:56 AM,16/Apr/26 12:00 AM,16/Apr/26 12:00 AM,backend,cordobaPortal,,
Task,HED-638,23669,CP - Complete UI for “Password resend code sent” step (Forgot Password),Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Medium,Done,2.0,10800,10/Apr/26 9:07 AM,23/Apr/26 9:56 AM,16/Apr/26 12:00 AM,16/Apr/26 12:00 AM,cordobaPortal,frontend,,
Task,HED-637,23668,CP - Ensure “Back to Login” is available in all Forgot Password steps,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Medium,Done,1.0,1800,10/Apr/26 9:03 AM,23/Apr/26 9:56 AM,16/Apr/26 12:00 AM,16/Apr/26 12:00 AM,cordobaPortal,frontend,,
Task,HED-636,23667,CP - Add language selector icon to mobile navbar,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Medium,Done,1.0,2400,10/Apr/26 8:57 AM,23/Apr/26 9:56 AM,21/Apr/26 12:00 AM,21/Apr/26 12:00 AM,cordobaPortal,frontend,react,
Task,HED-635,23666,CP - Standardize form field and button styles across the application,Nicolás Díaz,712020:70eb7cf2-a1d1-4b9e-9abd-a028bde7187c,Medium,Done,2.0,10800,10/Apr/26 8:56 AM,23/Apr/26 9:56 AM,21/Apr/26 12:00 AM,21/Apr/26 12:00 AM,cordobaPortal,frontend,react,
Task,HED-723,24428,expand db1 volumen to 60 GB,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,2.0,,21/Apr/26 5:06 PM,21/Apr/26 5:07 PM,,,,,,
Task,HED-721,24394,Creating Endpoint for connecting to coachDb instance by aws direct session connection,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,2.0,,21/Apr/26 9:03 AM,21/Apr/26 5:03 PM,,,,,,
Bug,HED-706,24314,CX - CORDOBA-1110821901 (G),rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,1.0,,20/Apr/26 9:56 AM,28/Apr/26 8:29 AM,,,creditorx,ios,,
Bug,HED-705,24313,CX - CORDOBA-1197583923 (G),rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,1.0,,20/Apr/26 9:51 AM,28/Apr/26 8:29 AM,,,creditorx,ios,,
Task,HED-704,24280,Code review Samil,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,2.0,,20/Apr/26 8:28 AM,20/Apr/26 8:28 AM,,,,,,
Task,HED-703,24279,Code review Felipe,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,1.0,,20/Apr/26 8:25 AM,20/Apr/26 8:25 AM,,,,,,
Task,HED-687,23879,Code review Felipe changes,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,2.0,,15/Apr/26 8:56 AM,15/Apr/26 4:12 PM,,,,,,
Task,HED-686,23878,code review Nico changes,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,2.0,,15/Apr/26 8:55 AM,15/Apr/26 8:55 AM,,,,,,
Task,HED-681,23841,CX / Grooming Meeting,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,2.0,,14/Apr/26 6:47 PM,14/Apr/26 6:47 PM,,,creditorx,grooming,meeting,
Task,HED-678,23838,CP - Grooming Meeting 1 de 2,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,2.0,,14/Apr/26 6:44 PM,14/Apr/26 6:44 PM,,,cordobaPortal,grooming,meeting,
Task,HED-674,23834,Sprint Meeting / starting on Monday - 2hrs,rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,2.0,,14/Apr/26 6:39 PM,14/Apr/26 6:41 PM,,,meeting,,,
Bug,HED-669,23829,CX - CORDOBA-1201788829 (G),rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,1.0,,14/Apr/26 6:13 PM,28/Apr/26 8:28 AM,,,creditorx,ios,,
Bug,HED-668,23828,CX - CORDOBA-1147718432  (G),rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,1.0,,14/Apr/26 6:12 PM,28/Apr/26 8:28 AM,,,creditorx,ios,,
Bug,HED-667,23827,CX - CORDOBA-1174395253 (G),rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,1.0,,14/Apr/26 6:10 PM,28/Apr/26 8:28 AM,,,creditorx,ios,,
Bug,HED-666,23826,CX - CORDOBA-1177060663 (G),rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,1.0,,14/Apr/26 6:09 PM,28/Apr/26 8:28 AM,,,creditorx,ios,,
Bug,HED-665,23825,CX - CORDOBA-1194048221  (G),rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,1.0,,14/Apr/26 6:06 PM,28/Apr/26 8:28 AM,,,creditorx,ios,,
Bug,HED-664,23824,CX / CORDOBA-1171047998 (G),rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,1.0,,14/Apr/26 6:03 PM,28/Apr/26 8:29 AM,,,creditorx,ios,,
Task,HED-595,22791,CX - iOS - Compatible iOS version until  (G),rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Medium,Done,1.0,,30/Mar/26 9:43 AM,28/Apr/26 8:27 AM,,,,,,
Task,HED-581,22649,Add Sprint to Carriers list - iOS  (G),rhiraldo,712020:fd36cadf-9806-42d0-93a9-02002d8431e5,Highest,Done,2.0,,27/Mar/26 8:36 AM,28/Apr/26 8:27 AM,,,creditorx,ios,,
Task,HED-758,25106,Chat with @diana - OTP and general questions,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,27/Apr/26 3:59 PM,27/Apr/26 4:00 PM,,,,,,
Task,HED-756,25040,Troubleshoot creditorx bastion server - mysql connection fails,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,3.0,,27/Apr/26 10:45 AM,28/Apr/26 8:54 AM,,,,,,
Task,HED-755,25039,Daily Standup meeting 27/4/2026,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,27/Apr/26 10:44 AM,27/Apr/26 10:45 AM,,,,,,
Task,HED-753,24973,Grant access to PROD cx-db to @diana,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,27/Apr/26 8:56 AM,27/Apr/26 3:59 PM,,,,,,
Task,HED-742,24896,Create CouchDB tasks - Kazoo DB compact tasks,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,24/Apr/26 9:34 AM,24/Apr/26 9:34 AM,,,,,,
Task,HED-741,24863,Review CX android changes + Meeting with Roberto (Creditor add list bug),Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,24/Apr/26 9:10 AM,24/Apr/26 9:11 AM,,,,,,
Task,HED-731,24565,CX - APK build + Slack chats with Guillermo,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,22/Apr/26 4:47 PM,22/Apr/26 4:48 PM,,,,,,
Task,HED-729,24531,Update issue list in Slack,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,22/Apr/26 10:10 AM,22/Apr/26 10:10 AM,,,,,,
Task,HED-728,24530,Daily Standup meeting - 3/4/2026,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,22/Apr/26 10:01 AM,22/Apr/26 4:47 PM,,,,,,
Task,HED-726,24495,Huddle with Guillermo - CX updates,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,22/Apr/26 9:21 AM,22/Apr/26 10:01 AM,,,,,,
Bug,HED-710,24318,CX: Debug AWS ec2 instance for Kazoo instance,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,5.0,,20/Apr/26 9:59 AM,22/Apr/26 10:03 AM,,,aws,bug,kazoo,
Story,HED-694,24078,CX-Backend: Skip Kazoo password rotation process,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,3.0,,17/Apr/26 7:34 AM,22/Apr/26 7:51 AM,,,backend,creditorx,kazoo,laravel
Story,HED-693,24045,CX: Handle OTP with phone  (G),Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,16/Apr/26 7:57 PM,28/Apr/26 8:27 AM,,,creditorx,laravel,otp,
Task,HED-680,23840,CX / Grooming Meeting,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,14/Apr/26 6:46 PM,14/Apr/26 6:47 PM,,,creditorx,grooming,meeting,
Task,HED-671,23831,Sprint Meeting / starting on Monday - 2hrs,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,14/Apr/26 6:39 PM,14/Apr/26 6:41 PM,,,meeting,,,
Bug,HED-663,23823,CX - CORDOBA-1197846397,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,14/Apr/26 6:01 PM,22/Apr/26 7:53 AM,,,android,creditorx,,
Bug,HED-661,23821,CX - CORDOBA-1199658235,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,14/Apr/26 5:57 PM,22/Apr/26 7:53 AM,,,android,creditorx,,
