Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Priority,Status,Custom field (Story point estimate),Time Spent,Created,Updated,Custom field (Start date),Due date,Labels,Labels,Labels,Labels
Task,HED-786,25490,Slack async meeting 30.4.2026,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,30/Apr/26 10:34 AM,30/Apr/26 10:34 AM,,,,,,
Task,HED-781,25387,HED-780 Spike creation,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,29/Apr/26 12:15 PM,29/Apr/26 12:16 PM,,,,,,
Task,HED-775,25347,Daily StandUp meeting,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,29/Apr/26 10:03 AM,29/Apr/26 11:37 AM,,,,,,
Task,HED-774,25314,Pair debugging with @diana - 29/4/2026,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,29/Apr/26 9:15 AM,29/Apr/26 9:15 AM,,,,,,
Task,HED-773,25281,Automate package version bump - spike review,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,29/Apr/26 8:06 AM,29/Apr/26 8:06 AM,,,,,,
Task,HED-772,25248,Task tracking - Jira ticket creation effort work,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,29/Apr/26 7:28 AM,29/Apr/26 7:29 AM,,,,,,
Task,HED-771,25247,Meeting with @Guillermo & @Hiraldo - Issues Sync 28/4/2026,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,29/Apr/26 7:27 AM,29/Apr/26 7:28 AM,,,,,,
Bug,HED-767,25179,CX - Creditor List not showing up,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,High,In Progress,3.0,,28/Apr/26 10:11 AM,29/Apr/26 12:12 PM,,,,,,
Bug,HED-766,25178,CX - Backend - Checking Blocked Numbers,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,High,In Progress,5.0,,28/Apr/26 10:11 AM,30/Apr/26 8:49 AM,,,backend,creditorx,,
Task,HED-765,25177,Daily meeting - Slack update post,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,28/Apr/26 10:10 AM,28/Apr/26 10:18 AM,,,,,,
Task,HED-763,25143,Outlook - Reading status updated ticket (Review -> Done) End of the Sprint,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,1.0,,28/Apr/26 9:24 AM,28/Apr/26 9:25 AM,,,,,,
Task,HED-762,25142,"CX - Policy announcement: April 15, 2026",Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,To Do,2.0,,28/Apr/26 9:12 AM,28/Apr/26 9:21 AM,,,,,,
Task,HED-760,25140,Chat with @diana - CX Android setup - Q&A,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,2.0,,28/Apr/26 9:04 AM,28/Apr/26 9:06 AM,,,,,,
Task,HED-756,25040,Troubleshoot creditorx bastion server - mysql connection fails,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,Done,3.0,,27/Apr/26 10:45 AM,28/Apr/26 8:54 AM,,,,,,
Task,HED-751,24939,CP - Backend / Access to Database for Issues clasification,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,To Do,,,27/Apr/26 8:33 AM,27/Apr/26 8:40 AM,,,,,,
Task,HED-749,24905,Perform Local Compaction Tests,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,To Do,5.0,,24/Apr/26 10:03 AM,24/Apr/26 4:12 PM,,,,,,
Task,HED-748,24904,Restore Procedure Testing (Rollback Plan),Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,To Do,5.0,,24/Apr/26 10:01 AM,24/Apr/26 4:12 PM,,,,,,
Task,HED-747,24903,Create CouchDB Backup Strategy (Staging + Production),Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,To Do,5.0,,24/Apr/26 10:00 AM,24/Apr/26 4:12 PM,,,,,,
Task,HED-746,24902,Set Up Local CouchDB Environment Matching Production,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,To Do,5.0,,24/Apr/26 9:58 AM,24/Apr/26 4:11 PM,,,,,,
Task,HED-743,24897,SPIKE - CouchDB Setup,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,To Do,5.0,,24/Apr/26 9:35 AM,28/Apr/26 11:14 AM,,,,,,
Task,HED-722,24427,compact couchdb db,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,To Do,8.0,,21/Apr/26 5:06 PM,28/Apr/26 11:14 AM,,,,,,
Bug,HED-662,23822,CX - CORDOBA-1151648642,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,To Do,1.0,,14/Apr/26 5:59 PM,24/Apr/26 4:11 PM,,,android,creditorx,,
Bug,HED-659,23819,CX - CORDOBA-1194765420,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,To Do,2.0,,14/Apr/26 5:55 PM,24/Apr/26 4:11 PM,,,android,creditorx,,
Task,HED-506,21132,SPIKE (FIREBASE) Automate Android alerts and notifications,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,High,BLOCKED,2.0,,11/Mar/26 10:03 AM,28/Apr/26 8:52 AM,,,android,DevOps,,
Task,HED-505,21131,SPIKE (FIREBASE) Understand how the logs are stored and what kind of info do they use and have,Samil Vargas,712020:dac1dce4-8aa1-4b7e-8cd4-12205fb8c6e4,Medium,BLOCKED,,,11/Mar/26 9:53 AM,29/Apr/26 10:14 AM,,,,,,
Bug,HED-488,20762,[CreditorX-Android]: OTP Bug - deleting a number in the otp field sometimes crashes the input field,,,Medium,To Do,,,03/Mar/26 9:54 AM,24/Apr/26 4:10 PM,,,android,bug,creditorx,
Bug,HED-477,20462,[CreditorX]: Android unknown error on dashboard screen,,,Medium,BLOCKED,,,26/Feb/26 9:28 AM,28/Apr/26 8:52 AM,,,android,bug,creditorx,
Story,HED-448,19759, OTP Flow Testing QA & Validation,,,Medium,To Do,5.0,,17/Feb/26 8:13 AM,24/Apr/26 4:12 PM,,,creditorx,kotlin,,
